merchant_id,Merch_ID_DE42,merchant_name,MCC_Code,MCC_Desc,merchant_country,merchant_risk_segment,event_date,transaction_count,total_amount,fraud_rate,cnp_rate,chargeback_rate_30d,refund_rate_7d,mcc_mismatch_rate,volume_spike_rate,settlement_account_changes_30d,avg_ip_risk,laundering_risk_score,risk_event_type
M0000214,MID624429193,MERCHANT_00214,4511,"Airlines, Air Carriers",GBR,HIGH,2025-06-30,96,19197.02,0.3645833333333333,0.3229166666666667,0.15625,0.15738825365751127,0.16666666666666666,0.09375,1,21.236458333333335,89.0,merchant_laundering_watch
M0000215,MID868381613,MERCHANT_00215,5411,"Grocery Stores, Supermarkets",IND,LOW,2025-06-30,88,15940.55,0.13636363636363635,0.3522727272727273,0.022727272727272728,0.18534180785303078,0.056818181818181816,0.045454545454545456,0,21.61818181818182,21.5,normal_monitoring
M0000216,MID936110725,MERCHANT_00216,5812,"Eating Places, Restaurants",GBR,LOW,2025-06-30,70,8591.81,0.08571428571428572,0.37142857142857144,0.04285714285714286,0.09879897636808113,0.04285714285714286,0.08571428571428572,2,21.26,32.1,normal_monitoring
M0000217,MID123099018,MERCHANT_00217,5814,Fast Food Restaurants,USA,LOW,2025-06-30,73,10477.95,0.1232876712328767,0.3424657534246575,0.0547945205479452,0.12407686431054968,0.0136986301369863,0.0410958904109589,0,21.102739726027398,17.0,normal_monitoring
M0000218,MID647861224,MERCHANT_00218,4511,"Airlines, Air Carriers",IND,LOW,2025-06-30,72,11475.0,0.19444444444444445,0.3333333333333333,0.1111111111111111,0.20995941427442094,0.027777777777777776,0.013888888888888888,4,23.155555555555555,59.8,chargeback_watch
M0000219,MID148451785,MERCHANT_00219,4829,Wire Transfer Money Orders,FRA,HIGH,2025-06-30,66,11579.92,0.13636363636363635,0.2727272727272727,0.045454545454545456,0.2032009477230345,0.015151515151515152,0.0,2,23.362121212121213,56.9,normal_monitoring
M0000220,MID572764288,MERCHANT_00220,5945,"Hobby, Toy, and Game Shops",GBR,LOW,2025-06-30,75,8973.55,0.12,0.3333333333333333,0.02666666666666667,0.11232036751498774,0.04,0.04,1,21.558666666666667,27.0,normal_monitoring
M0000221,MID425030506,MERCHANT_00221,5812,"Eating Places, Restaurants",ARE,LOW,2025-06-30,70,13080.27,0.11428571428571428,0.38571428571428573,0.07142857142857142,0.09582436040526318,0.014285714285714285,0.05714285714285714,0,28.135714285714286,21.6,normal_monitoring
M0000222,MID661844009,MERCHANT_00222,5999,Miscellaneous Retail Stores,IND,LOW,2025-06-30,68,10425.93,0.20588235294117646,0.3382352941176471,0.04411764705882353,0.22742680821057354,0.04411764705882353,0.029411764705882353,1,22.41764705882353,34.2,normal_monitoring
M0000223,MID294342182,MERCHANT_00223,5999,Miscellaneous Retail Stores,GBR,LOW,2025-06-30,63,11313.72,0.1111111111111111,0.38095238095238093,0.047619047619047616,0.12628955387110063,0.031746031746031744,0.015873015873015872,0,20.701587301587303,10.3,normal_monitoring
M0000224,MID733332381,MERCHANT_00224,5945,"Hobby, Toy, and Game Shops",GBR,LOW,2025-06-30,51,5234.55,0.1568627450980392,0.3137254901960784,0.0784313725490196,0.21797549537271113,0.0196078431372549,0.0392156862745098,0,20.901960784313726,27.8,normal_monitoring
M0000225,MID416609795,MERCHANT_00225,5812,"Eating Places, Restaurants",CAN,MEDIUM,2025-06-30,59,7381.43,0.13559322033898305,0.2711864406779661,0.03389830508474576,0.09690441559183326,0.01694915254237288,0.03389830508474576,3,18.73728813559322,57.6,normal_monitoring
M0000226,MID987920412,MERCHANT_00226,5311,Department Stores,CAN,LOW,2025-06-30,65,10116.24,0.09230769230769231,0.3076923076923077,0.12307692307692308,0.12358959841456144,0.046153846153846156,0.07692307692307693,0,22.306153846153848,23.8,chargeback_watch
M0000227,MID816015647,MERCHANT_00227,7011,"Hotels, Motels, Resorts",GBR,LOW,2025-06-30,68,7319.55,0.11764705882352941,0.29411764705882354,0.04411764705882353,0.07264413395326243,0.08823529411764706,0.07352941176470588,0,23.804411764705883,23.7,normal_monitoring
M0000228,MID524906390,MERCHANT_00228,4722,Travel Agencies,GBR,LOW,2025-06-30,65,9123.22,0.16923076923076924,0.3384615384615385,0.09230769230769231,0.09650520395894648,0.0,0.046153846153846156,0,23.39846153846154,14.9,chargeback_watch
M0000229,MID564454134,MERCHANT_00229,5999,Miscellaneous Retail Stores,GBR,LOW,2025-06-30,62,7686.28,0.1774193548387097,0.2903225806451613,0.12903225806451613,0.19415004213073242,0.03225806451612903,0.016129032258064516,1,21.432258064516127,40.9,chargeback_watch
M0000230,MID922477840,MERCHANT_00230,5814,Fast Food Restaurants,ESP,LOW,2025-06-30,64,7107.7300000000005,0.171875,0.328125,0.09375,0.2546545469354565,0.015625,0.015625,0,20.5609375,23.1,chargeback_watch
M0000231,MID194655847,MERCHANT_00231,5812,"Eating Places, Restaurants",GBR,LOW,2025-06-30,64,8357.94,0.09375,0.390625,0.078125,0.10032553344983654,0.0625,0.046875,0,22.0828125,19.2,normal_monitoring
M0000232,MID709729535,MERCHANT_00232,5411,"Grocery Stores, Supermarkets",USA,LOW,2025-06-30,62,9239.44,0.06451612903225806,0.3225806451612903,0.04838709677419355,0.09384418265860098,0.016129032258064516,0.03225806451612903,0,19.67258064516129,17.2,normal_monitoring
M0000233,MID762146227,MERCHANT_00233,5411,"Grocery Stores, Supermarkets",CAN,LOW,2025-06-30,66,9307.81,0.15151515151515152,0.3939393939393939,0.07575757575757576,0.1856391122576984,0.015151515151515152,0.06060606060606061,0,20.165151515151518,25.8,normal_monitoring
M0000234,MID233174319,MERCHANT_00234,5945,"Hobby, Toy, and Game Shops",GBR,MEDIUM,2025-06-30,64,8578.0,0.109375,0.359375,0.015625,0.12250596691679995,0.078125,0.03125,2,20.359375,53.0,normal_monitoring
M0000235,MID828591421,MERCHANT_00235,4829,Wire Transfer Money Orders,CAN,LOW,2025-06-30,60,7101.87,0.13333333333333333,0.4,0.06666666666666667,0.1610314577891065,0.05,0.016666666666666666,0,21.246666666666666,15.9,normal_monitoring
M0000236,MID888985546,MERCHANT_00236,6051,Non-Financial Institutions - Currency Dealers,USA,LOW,2025-06-30,59,7847.49,0.11864406779661017,0.1864406779661017,0.06779661016949153,0.08758205107634642,0.03389830508474576,0.05084745762711865,1,19.7135593220339,23.5,normal_monitoring
M0000237,MID467195041,MERCHANT_00237,5999,Miscellaneous Retail Stores,CAN,LOW,2025-06-30,67,6729.98,0.16417910447761194,0.2835820895522388,0.05970149253731343,0.09617903536024314,0.04477611940298507,0.04477611940298507,0,19.76716417910448,19.6,normal_monitoring
M0000238,MID813247602,MERCHANT_00238,4722,Travel Agencies,AUS,LOW,2025-06-30,50,6199.12,0.08,0.28,0.06,0.12474955783487306,0.0,0.08,0,20.738000000000003,-1.0,normal_monitoring
M0000239,MID146633443,MERCHANT_00239,6051,Non-Financial Institutions - Currency Dealers,GBR,LOW,2025-06-30,65,9065.82,0.13846153846153847,0.4,0.03076923076923077,0.15817035539093882,0.015384615384615385,0.03076923076923077,0,21.276923076923076,22.4,normal_monitoring
M0000240,MID744014108,MERCHANT_00240,4722,Travel Agencies,GBR,LOW,2025-06-30,78,10352.52,0.1282051282051282,0.32051282051282054,0.10256410256410256,0.11566139944380567,0.02564102564102564,0.07692307692307693,0,20.655128205128204,28.8,chargeback_watch
M0000241,MID582141673,MERCHANT_00241,5094,"Jewelry, Watches, Silverware",GBR,LOW,2025-06-30,81,8012.51,0.04938271604938271,0.38271604938271603,0.04938271604938271,0.07417562082394166,0.0,0.024691358024691357,1,20.308641975308642,15.6,normal_monitoring
M0000242,MID731148256,MERCHANT_00242,5094,"Jewelry, Watches, Silverware",IND,LOW,2025-06-30,68,7898.25,0.22058823529411764,0.38235294117647056,0.10294117647058823,0.2298648330333481,0.014705882352941176,0.058823529411764705,1,23.602941176470587,35.8,chargeback_watch
M0000243,MID272322880,MERCHANT_00243,4829,Wire Transfer Money Orders,USA,HIGH,2025-06-30,103,16821.04,0.23300970873786409,0.34951456310679613,0.08737864077669903,0.24659203337555918,0.1262135922330097,0.1262135922330097,3,20.44854368932039,84.3,merchant_laundering_watch
M0000244,MID548796603,MERCHANT_00244,5411,"Grocery Stores, Supermarkets",FRA,LOW,2025-06-30,67,6535.72,0.13432835820895522,0.3880597014925373,0.04477611940298507,0.09158257905768648,0.029850746268656716,0.04477611940298507,0,20.34626865671642,15.0,normal_monitoring
M0000245,MID187057145,MERCHANT_00245,5814,Fast Food Restaurants,GBR,MEDIUM,2025-06-30,82,9542.49,0.10975609756097561,0.36585365853658536,0.06097560975609756,0.08331645437066407,0.07317073170731707,0.036585365853658534,1,20.01829268292683,38.6,normal_monitoring
M0000246,MID578139613,MERCHANT_00246,5814,Fast Food Restaurants,GBR,LOW,2025-06-30,73,10664.27,0.1095890410958904,0.3013698630136986,0.0821917808219178,0.08598889927751642,0.0547945205479452,0.1095890410958904,0,20.62191780821918,26.1,chargeback_watch
M0000247,MID351011686,MERCHANT_00247,5999,Miscellaneous Retail Stores,IND,LOW,2025-06-30,70,8299.56,0.11428571428571428,0.4,0.11428571428571428,0.11486775601289227,0.014285714285714285,0.02857142857142857,0,22.08857142857143,19.3,chargeback_watch
M0000248,MID118240222,MERCHANT_00248,5411,"Grocery Stores, Supermarkets",IND,LOW,2025-06-30,68,10255.72,0.16176470588235295,0.35294117647058826,0.058823529411764705,0.0971668096085157,0.07352941176470588,0.04411764705882353,0,21.05735294117647,28.0,normal_monitoring
M0000249,MID753515716,MERCHANT_00249,5732,Electronics Sales,DEU,LOW,2025-06-30,71,8508.82,0.1267605633802817,0.22535211267605634,0.014084507042253521,0.16045772237183026,0.028169014084507043,0.07042253521126761,0,20.180281690140845,11.6,normal_monitoring
M0000250,MID571364376,MERCHANT_00250,5814,Fast Food Restaurants,GBR,LOW,2025-06-30,66,9164.0,0.12121212121212122,0.30303030303030304,0.12121212121212122,0.13833652728053547,0.045454545454545456,0.09090909090909091,0,21.759090909090908,26.1,chargeback_watch
M0000251,MID803776087,MERCHANT_00251,4511,"Airlines, Air Carriers",GBR,LOW,2025-06-30,63,7853.75,0.19047619047619047,0.2857142857142857,0.09523809523809523,0.123057047611717,0.015873015873015872,0.06349206349206349,3,20.325396825396826,57.3,chargeback_watch
M0000252,MID254149653,MERCHANT_00252,6051,Non-Financial Institutions - Currency Dealers,NGA,LOW,2025-06-30,68,11359.77,0.2647058823529412,0.27941176470588236,0.07352941176470588,0.13698729424046838,0.0,0.029411764705882353,1,26.904411764705884,51.0,normal_monitoring
M0000253,MID605986960,MERCHANT_00253,4722,Travel Agencies,USA,LOW,2025-06-30,81,9214.38,0.09876543209876543,0.3333333333333333,0.024691358024691357,0.11834935477467315,0.0,0.06172839506172839,0,20.855555555555554,10.5,normal_monitoring
M0000254,MID177149376,MERCHANT_00254,5411,"Grocery Stores, Supermarkets",USA,LOW,2025-06-30,60,11320.34,0.11666666666666667,0.35,0.1,0.07717333216969564,0.05,0.05,0,20.953333333333333,22.7,chargeback_watch
M0000255,MID554602594,MERCHANT_00255,7994,Video Game Arcades,GBR,LOW,2025-06-30,55,5089.53,0.12727272727272726,0.2545454545454545,0.07272727272727272,0.16241862492571332,0.09090909090909091,0.0,0,21.665454545454544,21.4,normal_monitoring
M0000256,MID759481134,MERCHANT_00256,5411,"Grocery Stores, Supermarkets",GBR,HIGH,2025-06-30,68,6142.8,0.17647058823529413,0.45588235294117646,0.07352941176470588,0.23382846041563093,0.058823529411764705,0.014705882352941176,4,20.358823529411765,82.8,merchant_laundering_watch
M0000257,MID648474747,MERCHANT_00257,5732,Electronics Sales,SGP,LOW,2025-06-30,72,8906.94,0.1388888888888889,0.3472222222222222,0.041666666666666664,0.1130762374122083,0.027777777777777776,0.05555555555555555,0,21.544444444444444,20.6,normal_monitoring
M0000258,MID282084888,MERCHANT_00258,5411,"Grocery Stores, Supermarkets",GBR,LOW,2025-06-30,55,8244.03,0.12727272727272726,0.36363636363636365,0.07272727272727272,0.08678440931684601,0.01818181818181818,0.07272727272727272,1,21.227272727272727,28.1,normal_monitoring
M0000259,MID429921519,MERCHANT_00259,4511,"Airlines, Air Carriers",FRA,LOW,2025-06-30,53,8798.45,0.16981132075471697,0.33962264150943394,0.05660377358490566,0.09100377433302005,0.07547169811320754,0.018867924528301886,0,20.862264150943396,17.1,normal_monitoring
M0000260,MID977989724,MERCHANT_00260,5814,Fast Food Restaurants,CAN,LOW,2025-06-30,88,10773.84,0.19318181818181818,0.4090909090909091,0.06818181818181818,0.2380712214950247,0.011363636363636364,0.03409090909090909,3,22.360227272727272,44.7,normal_monitoring
M0000261,MID626103117,MERCHANT_00261,4829,Wire Transfer Money Orders,DEU,LOW,2025-06-30,75,8513.11,0.18666666666666668,0.36,0.09333333333333334,0.21176282719770195,0.06666666666666667,0.04,1,21.483999999999998,38.6,chargeback_watch
M0000262,MID546733056,MERCHANT_00262,5411,"Grocery Stores, Supermarkets",GBR,LOW,2025-06-30,60,9433.28,0.08333333333333333,0.21666666666666667,0.05,0.09370174133320938,0.0,0.06666666666666667,0,19.978333333333335,15.5,normal_monitoring
M0000263,MID134321302,MERCHANT_00263,5411,"Grocery Stores, Supermarkets",IND,LOW,2025-06-30,55,10341.289999999999,0.14545454545454545,0.34545454545454546,0.09090909090909091,0.1376571678525703,0.01818181818181818,0.07272727272727272,0,22.46909090909091,23.9,chargeback_watch
M0000264,MID782775587,MERCHANT_00264,5812,"Eating Places, Restaurants",GBR,LOW,2025-06-30,78,13091.15,0.15384615384615385,0.3717948717948718,0.0641025641025641,0.15104532287945216,0.02564102564102564,0.05128205128205128,0,19.619230769230768,23.7,normal_monitoring
M0000265,MID925534903,MERCHANT_00265,5812,"Eating Places, Restaurants",CAN,LOW,2025-06-30,68,11545.84,0.1323529411764706,0.3088235294117647,0.04411764705882353,0.15224718149486272,0.04411764705882353,0.014705882352941176,0,19.80735294117647,14.6,normal_monitoring
M0000266,MID794200503,MERCHANT_00266,5814,Fast Food Restaurants,GBR,LOW,2025-06-30,66,10721.07,0.09090909090909091,0.3484848484848485,0.12121212121212122,0.1130456111614506,0.030303030303030304,0.0,1,20.650000000000002,16.4,chargeback_watch
M0000267,MID325289974,MERCHANT_00267,7011,"Hotels, Motels, Resorts",GBR,LOW,2025-06-30,60,8421.02,0.1,0.2833333333333333,0.06666666666666667,0.1478630505267048,0.0,0.016666666666666666,0,18.668333333333333,11.5,normal_monitoring
M0000268,MID322647866,MERCHANT_00268,5411,"Grocery Stores, Supermarkets",SGP,LOW,2025-06-30,63,7217.99,0.14285714285714285,0.47619047619047616,0.07936507936507936,0.0818827110493005,0.031746031746031744,0.031746031746031744,0,24.55238095238095,18.9,normal_monitoring
M0000269,MID989192337,MERCHANT_00269,5814,Fast Food Restaurants,GBR,LOW,2025-06-30,60,8923.83,0.16666666666666666,0.31666666666666665,0.08333333333333333,0.14014125539524452,0.03333333333333333,0.03333333333333333,1,18.51833333333333,30.3,chargeback_watch
M0000270,MID156416339,MERCHANT_00270,5999,Miscellaneous Retail Stores,GBR,LOW,2025-06-30,74,17781.07,0.08108108108108109,0.28378378378378377,0.04054054054054054,0.10400423145549298,0.013513513513513514,0.06756756756756757,1,20.635135135135137,28.2,normal_monitoring
M0000271,MID685587726,MERCHANT_00271,4829,Wire Transfer Money Orders,USA,LOW,2025-06-30,54,5749.91,0.12962962962962962,0.2962962962962963,0.09259259259259259,0.1728934265820418,0.05555555555555555,0.037037037037037035,0,21.21666666666667,21.1,chargeback_watch
M0000272,MID354557548,MERCHANT_00272,5732,Electronics Sales,USA,LOW,2025-06-30,69,13146.33,0.10144927536231885,0.2608695652173913,0.043478260869565216,0.10109514738490591,0.028985507246376812,0.0,0,20.42608695652174,13.8,normal_monitoring
M0000273,MID217755146,MERCHANT_00273,5999,Miscellaneous Retail Stores,USA,MEDIUM,2025-06-30,70,8583.85,0.1,0.37142857142857144,0.014285714285714285,0.12755294225302233,0.014285714285714285,0.04285714285714286,2,20.90142857142857,40.7,normal_monitoring
M0000274,MID560871792,MERCHANT_00274,5411,"Grocery Stores, Supermarkets",DEU,LOW,2025-06-30,57,6708.57,0.17543859649122806,0.3333333333333333,0.14035087719298245,0.0802102510351879,0.03508771929824561,0.03508771929824561,0,20.164912280701756,31.0,chargeback_watch
M0000275,MID406220572,MERCHANT_00275,7011,"Hotels, Motels, Resorts",GBR,LOW,2025-06-30,61,11652.28,0.09836065573770492,0.4426229508196721,0.09836065573770492,0.14078897371041096,0.03278688524590164,0.01639344262295082,0,20.814754098360655,20.6,chargeback_watch
M0000276,MID363466647,MERCHANT_00276,5411,"Grocery Stores, Supermarkets",GBR,MEDIUM,2025-06-30,72,11235.73,0.041666666666666664,0.2916666666666667,0.027777777777777776,0.07254872013060429,0.0,0.041666666666666664,2,19.12222222222222,34.5,normal_monitoring
M0000277,MID781946138,MERCHANT_00277,5411,"Grocery Stores, Supermarkets",IND,HIGH,2025-06-30,105,24287.89,0.3047619047619048,0.24761904761904763,0.11428571428571428,0.30602940973923337,0.19047619047619047,0.11428571428571428,2,20.98095238095238,98.0,merchant_laundering_watch
M0000278,MID887124230,MERCHANT_00278,5411,"Grocery Stores, Supermarkets",USA,LOW,2025-06-30,66,8055.62,0.13636363636363635,0.2878787878787879,0.030303030303030304,0.12953619485097193,0.015151515151515152,0.07575757575757576,1,23.559090909090912,27.4,normal_monitoring
M0000279,MID819799449,MERCHANT_00279,5814,Fast Food Restaurants,GBR,MEDIUM,2025-06-30,76,12421.87,0.06578947368421052,0.27631578947368424,0.02631578947368421,0.0847467528439293,0.05263157894736842,0.05263157894736842,1,21.95263157894737,25.0,normal_monitoring
M0000280,MID638987292,MERCHANT_00280,5411,"Grocery Stores, Supermarkets",GBR,LOW,2025-06-30,66,7176.95,0.15151515151515152,0.3484848484848485,0.10606060606060606,0.1765995098624485,0.030303030303030304,0.045454545454545456,1,20.315151515151513,36.2,chargeback_watch
M0000281,MID449139960,MERCHANT_00281,5814,Fast Food Restaurants,CAN,LOW,2025-06-30,64,9522.19,0.171875,0.390625,0.109375,0.21565095706722096,0.046875,0.03125,1,22.4609375,38.0,chargeback_watch
M0000282,MID158190622,MERCHANT_00282,5411,"Grocery Stores, Supermarkets",ARE,LOW,2025-06-30,65,8365.4,0.15384615384615385,0.38461538461538464,0.1076923076923077,0.09344864021998188,0.03076923076923077,0.015384615384615385,0,26.835384615384616,23.8,chargeback_watch
M0000283,MID717710584,MERCHANT_00283,5814,Fast Food Restaurants,GBR,LOW,2025-06-30,61,6036.08,0.16393442622950818,0.2786885245901639,0.09836065573770492,0.11062898534081567,0.04918032786885246,0.04918032786885246,0,21.704918032786885,25.1,chargeback_watch
M0000284,MID169777629,MERCHANT_00284,5814,Fast Food Restaurants,GBR,LOW,2025-06-30,63,8425.65,0.15873015873015872,0.2857142857142857,0.06349206349206349,0.11637412995467512,0.047619047619047616,0.09523809523809523,1,22.099999999999998,27.1,normal_monitoring
M0000285,MID290009083,MERCHANT_00285,5411,"Grocery Stores, Supermarkets",BRA,LOW,2025-06-30,62,8187.09,0.20967741935483872,0.3064516129032258,0.06451612903225806,0.19391717865057673,0.016129032258064516,0.03225806451612903,4,25.956451612903226,55.9,normal_monitoring
M0000286,MID217130522,MERCHANT_00286,5411,"Grocery Stores, Supermarkets",GBR,LOW,2025-06-30,63,7261.04,0.15873015873015872,0.4603174603174603,0.031746031746031744,0.09019942314876261,0.0,0.07936507936507936,0,21.349206349206348,18.0,normal_monitoring
M0000287,MID386204526,MERCHANT_00287,6051,Non-Financial Institutions - Currency Dealers,USA,LOW,2025-06-30,52,4595.0,0.019230769230769232,0.4230769230769231,0.0,0.033532213925947164,0.019230769230769232,0.057692307692307696,0,20.301923076923078,13.2,normal_monitoring
M0000288,MID848754977,MERCHANT_00288,4511,"Airlines, Air Carriers",IND,LOW,2025-06-30,69,9639.42,0.14492753623188406,0.42028985507246375,0.08695652173913043,0.16185023889323383,0.014492753623188406,0.07246376811594203,0,21.128985507246377,29.5,chargeback_watch
M0000289,MID678122642,MERCHANT_00289,5814,Fast Food Restaurants,GBR,LOW,2025-06-30,63,9408.05,0.14285714285714285,0.38095238095238093,0.06349206349206349,0.1136028658090529,0.047619047619047616,0.047619047619047616,0,23.15714285714286,21.9,normal_monitoring
M0000290,MID625479664,MERCHANT_00290,7994,Video Game Arcades,GBR,LOW,2025-06-30,66,8553.82,0.10606060606060606,0.2878787878787879,0.07575757575757576,0.15427221305119976,0.045454545454545456,0.030303030303030304,0,19.566666666666666,18.6,normal_monitoring
M0000291,MID328373196,MERCHANT_00291,5999,Miscellaneous Retail Stores,GBR,LOW,2025-06-30,66,8564.01,0.09090909090909091,0.3181818181818182,0.09090909090909091,0.10802058925072082,0.045454545454545456,0.015151515151515152,0,22.643939393939394,18.6,chargeback_watch
M0000292,MID182991492,MERCHANT_00292,5732,Electronics Sales,FRA,LOW,2025-06-30,54,7253.87,0.24074074074074073,0.37037037037037035,0.05555555555555555,0.31114451443475766,0.037037037037037035,0.037037037037037035,4,22.885185185185183,63.2,normal_monitoring
M0000293,MID604520723,MERCHANT_00293,6051,Non-Financial Institutions - Currency Dealers,GBR,LOW,2025-06-30,82,8026.0,0.0975609756097561,0.2804878048780488,0.04878048780487805,0.13906416817454448,0.012195121951219513,0.07317073170731707,1,20.496341463414634,34.7,normal_monitoring
M0000294,MID231937925,MERCHANT_00294,4722,Travel Agencies,CAN,LOW,2025-06-30,71,8932.77,0.15492957746478872,0.323943661971831,0.08450704225352113,0.15559166703762653,0.028169014084507043,0.056338028169014086,0,21.829577464788734,16.6,chargeback_watch
M0000295,MID500956454,MERCHANT_00295,4829,Wire Transfer Money Orders,USA,LOW,2025-06-30,59,8020.349999999999,0.0847457627118644,0.3389830508474576,0.05084745762711865,0.06250054248333446,0.06779661016949153,0.01694915254237288,0,19.447457627118645,10.5,normal_monitoring
M0000296,MID702850841,MERCHANT_00296,5945,"Hobby, Toy, and Game Shops",GBR,LOW,2025-06-30,63,8450.05,0.2222222222222222,0.3333333333333333,0.09523809523809523,0.3038114598715879,0.0,0.0,3,22.298412698412697,51.6,chargeback_watch
M0000297,MID260287723,MERCHANT_00297,5999,Miscellaneous Retail Stores,GBR,LOW,2025-06-30,61,7848.01,0.14754098360655737,0.29508196721311475,0.09836065573770492,0.135894054579729,0.0,0.06557377049180328,0,21.1655737704918,26.4,chargeback_watch
M0000298,MID334406378,MERCHANT_00298,5732,Electronics Sales,USA,LOW,2025-06-30,64,9546.05,0.125,0.40625,0.09375,0.07872072477838836,0.015625,0.03125,0,21.4484375,27.6,chargeback_watch
M0000299,MID498921379,MERCHANT_00299,4511,"Airlines, Air Carriers",IND,LOW,2025-06-30,67,10472.35,0.14925373134328357,0.3880597014925373,0.07462686567164178,0.16695435734364727,0.029850746268656716,0.014925373134328358,1,20.91194029850746,23.0,normal_monitoring
M0000300,MID346185176,MERCHANT_00300,4511,"Airlines, Air Carriers",DEU,LOW,2025-06-30,79,8814.77,0.12658227848101267,0.3037974683544304,0.0759493670886076,0.1554622509330496,0.06329113924050633,0.0759493670886076,0,19.51392405063291,25.4,normal_monitoring
M0000301,MID986960686,MERCHANT_00301,4511,"Airlines, Air Carriers",IND,LOW,2025-06-30,66,8045.47,0.07575757575757576,0.2727272727272727,0.015151515151515152,0.08741885998506105,0.030303030303030304,0.030303030303030304,0,21.10909090909091,17.6,normal_monitoring
M0000302,MID189609277,MERCHANT_00302,5094,"Jewelry, Watches, Silverware",USA,MEDIUM,2025-06-30,69,7596.18,0.14492753623188406,0.391304347826087,0.07246376811594203,0.16839949853287492,0.07246376811594203,0.08695652173913043,3,22.92753623188406,56.4,normal_monitoring
M0000303,MID637205801,MERCHANT_00303,5812,"Eating Places, Restaurants",GBR,LOW,2025-06-30,68,10245.18,0.08823529411764706,0.3382352941176471,0.058823529411764705,0.05894943146337009,0.04411764705882353,0.058823529411764705,0,21.16029411764706,19.0,normal_monitoring
M0000304,MID658197658,MERCHANT_00304,5812,"Eating Places, Restaurants",DEU,LOW,2025-06-30,53,5653.45,0.09433962264150944,0.22641509433962265,0.03773584905660377,0.05902698592198595,0.03773584905660377,0.018867924528301886,0,19.184905660377357,8.7,normal_monitoring
M0000305,MID853004205,MERCHANT_00305,7994,Video Game Arcades,GBR,MEDIUM,2025-06-30,49,5926.150000000001,0.12244897959183673,0.30612244897959184,0.02040816326530612,0.11697734373069336,0.04081632653061224,0.02040816326530612,3,22.057142857142857,50.9,normal_monitoring
M0000306,MID889003526,MERCHANT_00306,5732,Electronics Sales,GBR,LOW,2025-06-30,72,11301.68,0.1111111111111111,0.4305555555555556,0.041666666666666664,0.08177778021981745,0.041666666666666664,0.0,0,20.443055555555556,8.9,normal_monitoring
M0000307,MID949047046,MERCHANT_00307,7994,Video Game Arcades,IND,LOW,2025-06-30,61,8999.550000000001,0.08196721311475409,0.2459016393442623,0.03278688524590164,0.06813904103564368,0.0,0.06557377049180328,1,20.049180327868854,20.5,normal_monitoring
M0000308,MID280947773,MERCHANT_00308,5812,"Eating Places, Restaurants",IND,HIGH,2025-06-30,109,22863.09,0.41284403669724773,0.3486238532110092,0.1559633027522936,0.33152680395739353,0.1651376146788991,0.07339449541284404,5,21.13211009174312,100.0,merchant_laundering_watch
M0000309,MID815797977,MERCHANT_00309,5411,"Grocery Stores, Supermarkets",CAN,LOW,2025-06-30,68,7104.82,0.16176470588235295,0.27941176470588236,0.08823529411764706,0.10889626483076446,0.014705882352941176,0.014705882352941176,0,20.336764705882356,23.1,chargeback_watch
M0000310,MID754173169,MERCHANT_00310,5411,"Grocery Stores, Supermarkets",GBR,LOW,2025-06-30,71,11614.97,0.15492957746478872,0.30985915492957744,0.07042253521126761,0.10767453564952714,0.014084507042253521,0.0,0,19.56056338028169,19.3,normal_monitoring
M0000311,MID576967775,MERCHANT_00311,4829,Wire Transfer Money Orders,SGP,LOW,2025-06-30,64,8812.68,0.125,0.296875,0.03125,0.09732642792794205,0.0625,0.046875,0,21.24375,24.5,normal_monitoring
M0000312,MID939309647,MERCHANT_00312,5945,"Hobby, Toy, and Game Shops",BRA,MEDIUM,2025-06-30,65,10709.02,0.24615384615384617,0.26153846153846155,0.13846153846153847,0.16352495811061232,0.015384615384615385,0.03076923076923077,2,25.516923076923074,58.3,chargeback_watch
M0000313,MID375254586,MERCHANT_00313,5814,Fast Food Restaurants,CAN,MEDIUM,2025-06-30,68,10761.55,0.11764705882352941,0.3088235294117647,0.058823529411764705,0.18508196292045576,0.029411764705882353,0.04411764705882353,4,23.258823529411764,59.1,normal_monitoring
M0000314,MID657704878,MERCHANT_00314,5732,Electronics Sales,GBR,LOW,2025-06-30,57,9824.17,0.12280701754385964,0.45614035087719296,0.05263157894736842,0.074867660572068,0.017543859649122806,0.07017543859649122,0,23.696491228070176,23.5,normal_monitoring
M0000315,MID600127183,MERCHANT_00315,5814,Fast Food Restaurants,DEU,MEDIUM,2025-06-30,71,8642.55,0.15492957746478872,0.22535211267605634,0.07042253521126761,0.16286714061313434,0.014084507042253521,0.04225352112676056,4,21.58169014084507,72.2,normal_monitoring
M0000316,MID210668903,MERCHANT_00316,6051,Non-Financial Institutions - Currency Dealers,USA,LOW,2025-06-30,58,9712.66,0.1206896551724138,0.3448275862068966,0.06896551724137931,0.15419919531303022,0.017241379310344827,0.0,0,20.75344827586207,21.9,normal_monitoring
M0000317,MID262451996,MERCHANT_00317,4511,"Airlines, Air Carriers",AUS,LOW,2025-06-30,70,12184.13,0.17142857142857143,0.32857142857142857,0.11428571428571428,0.19790184630677513,0.05714285714285714,0.07142857142857142,0,20.96,32.6,chargeback_watch
