merchant_id,Merch_ID_DE42,merchant_name,MCC_Code,merchant_country,merchant_onboard_date,merchant_risk_segment,MCC_Desc
M0000266,MID794200503,MERCHANT_00266,5814,GBR,2024-03-30,LOW,Fast Food Restaurants
M0000267,MID325289974,MERCHANT_00267,7011,GBR,2022-12-28,LOW,"Hotels, Motels, Resorts"
M0000268,MID322647866,MERCHANT_00268,5411,SGP,2021-05-06,LOW,"Grocery Stores, Supermarkets"
M0000269,MID989192337,MERCHANT_00269,5814,GBR,2024-02-07,LOW,Fast Food Restaurants
M0000270,MID156416339,MERCHANT_00270,5999,GBR,2022-01-03,LOW,Miscellaneous Retail Stores
M0000271,MID685587726,MERCHANT_00271,4829,USA,2024-12-18,LOW,Wire Transfer Money Orders
M0000272,MID354557548,MERCHANT_00272,5732,USA,2024-12-28,LOW,Electronics Sales
M0000273,MID217755146,MERCHANT_00273,5999,USA,2021-08-12,MEDIUM,Miscellaneous Retail Stores
M0000274,MID560871792,MERCHANT_00274,5411,DEU,2023-04-23,LOW,"Grocery Stores, Supermarkets"
M0000275,MID406220572,MERCHANT_00275,7011,GBR,2022-05-01,LOW,"Hotels, Motels, Resorts"
M0000276,MID363466647,MERCHANT_00276,5411,GBR,2021-11-12,MEDIUM,"Grocery Stores, Supermarkets"
M0000277,MID781946138,MERCHANT_00277,5411,IND,2024-11-22,HIGH,"Grocery Stores, Supermarkets"
M0000278,MID887124230,MERCHANT_00278,5411,USA,2021-02-14,LOW,"Grocery Stores, Supermarkets"
M0000279,MID819799449,MERCHANT_00279,5814,GBR,2021-04-29,MEDIUM,Fast Food Restaurants
M0000280,MID638987292,MERCHANT_00280,5411,GBR,2021-10-23,LOW,"Grocery Stores, Supermarkets"
M0000281,MID449139960,MERCHANT_00281,5814,CAN,2021-05-16,LOW,Fast Food Restaurants
M0000282,MID158190622,MERCHANT_00282,5411,ARE,2023-06-11,LOW,"Grocery Stores, Supermarkets"
M0000283,MID717710584,MERCHANT_00283,5814,GBR,2023-09-16,LOW,Fast Food Restaurants
M0000284,MID169777629,MERCHANT_00284,5814,GBR,2021-09-05,LOW,Fast Food Restaurants
M0000285,MID290009083,MERCHANT_00285,5411,BRA,2021-06-04,LOW,"Grocery Stores, Supermarkets"
M0000286,MID217130522,MERCHANT_00286,5411,GBR,2021-08-14,LOW,"Grocery Stores, Supermarkets"
M0000287,MID386204526,MERCHANT_00287,6051,USA,2023-09-03,LOW,Non-Financial Institutions - Currency Dealers
M0000288,MID848754977,MERCHANT_00288,4511,IND,2024-02-05,LOW,"Airlines, Air Carriers"
M0000289,MID678122642,MERCHANT_00289,5814,GBR,2023-12-22,LOW,Fast Food Restaurants
M0000290,MID625479664,MERCHANT_00290,7994,GBR,2021-04-10,LOW,Video Game Arcades
M0000291,MID328373196,MERCHANT_00291,5999,GBR,2023-06-10,LOW,Miscellaneous Retail Stores
M0000292,MID182991492,MERCHANT_00292,5732,FRA,2023-07-23,LOW,Electronics Sales
M0000293,MID604520723,MERCHANT_00293,6051,GBR,2023-06-18,LOW,Non-Financial Institutions - Currency Dealers
M0000294,MID231937925,MERCHANT_00294,4722,CAN,2024-01-04,LOW,Travel Agencies
M0000295,MID500956454,MERCHANT_00295,4829,USA,2023-05-18,LOW,Wire Transfer Money Orders
M0000296,MID702850841,MERCHANT_00296,5945,GBR,2021-03-31,LOW,"Hobby, Toy, and Game Shops"
M0000297,MID260287723,MERCHANT_00297,5999,GBR,2023-08-08,LOW,Miscellaneous Retail Stores
M0000298,MID334406378,MERCHANT_00298,5732,USA,2022-03-18,LOW,Electronics Sales
M0000299,MID498921379,MERCHANT_00299,4511,IND,2024-02-20,LOW,"Airlines, Air Carriers"
M0000300,MID346185176,MERCHANT_00300,4511,DEU,2021-08-09,LOW,"Airlines, Air Carriers"
M0000301,MID986960686,MERCHANT_00301,4511,IND,2022-12-17,LOW,"Airlines, Air Carriers"
M0000302,MID189609277,MERCHANT_00302,5094,USA,2023-03-25,MEDIUM,"Jewelry, Watches, Silverware"
M0000303,MID637205801,MERCHANT_00303,5812,GBR,2022-03-22,LOW,"Eating Places, Restaurants"
M0000304,MID658197658,MERCHANT_00304,5812,DEU,2022-08-31,LOW,"Eating Places, Restaurants"
M0000305,MID853004205,MERCHANT_00305,7994,GBR,2023-11-05,MEDIUM,Video Game Arcades
M0000306,MID889003526,MERCHANT_00306,5732,GBR,2021-02-07,LOW,Electronics Sales
M0000307,MID949047046,MERCHANT_00307,7994,IND,2022-04-16,LOW,Video Game Arcades
M0000308,MID280947773,MERCHANT_00308,5812,IND,2022-04-20,HIGH,"Eating Places, Restaurants"
M0000309,MID815797977,MERCHANT_00309,5411,CAN,2022-02-02,LOW,"Grocery Stores, Supermarkets"
M0000310,MID754173169,MERCHANT_00310,5411,GBR,2021-07-02,LOW,"Grocery Stores, Supermarkets"
M0000311,MID576967775,MERCHANT_00311,4829,SGP,2024-05-23,LOW,Wire Transfer Money Orders
M0000312,MID939309647,MERCHANT_00312,5945,BRA,2021-04-27,MEDIUM,"Hobby, Toy, and Game Shops"
M0000313,MID375254586,MERCHANT_00313,5814,CAN,2024-06-14,MEDIUM,Fast Food Restaurants
M0000314,MID657704878,MERCHANT_00314,5732,GBR,2022-08-18,LOW,Electronics Sales
M0000315,MID600127183,MERCHANT_00315,5814,DEU,2022-12-25,MEDIUM,Fast Food Restaurants
M0000316,MID210668903,MERCHANT_00316,6051,USA,2021-01-22,LOW,Non-Financial Institutions - Currency Dealers
M0000317,MID262451996,MERCHANT_00317,4511,AUS,2021-01-04,LOW,"Airlines, Air Carriers"
M0000318,MID620422080,MERCHANT_00318,5814,USA,2021-10-11,LOW,Fast Food Restaurants
M0000319,MID413101674,MERCHANT_00319,5999,IND,2021-11-08,LOW,Miscellaneous Retail Stores
M0000320,MID364611444,MERCHANT_00320,5411,GBR,2023-10-25,LOW,"Grocery Stores, Supermarkets"
M0000321,MID963299160,MERCHANT_00321,5411,IND,2022-01-17,LOW,"Grocery Stores, Supermarkets"
M0000322,MID148827006,MERCHANT_00322,5411,GBR,2022-10-27,LOW,"Grocery Stores, Supermarkets"
M0000323,MID767224048,MERCHANT_00323,5999,GBR,2021-02-21,MEDIUM,Miscellaneous Retail Stores
M0000324,MID210701470,MERCHANT_00324,4722,ESP,2023-01-04,LOW,Travel Agencies
M0000325,MID655949824,MERCHANT_00325,5732,FRA,2021-01-26,LOW,Electronics Sales
M0000326,MID288333734,MERCHANT_00326,6051,USA,2023-07-09,HIGH,Non-Financial Institutions - Currency Dealers
M0000327,MID176902106,MERCHANT_00327,5945,USA,2023-03-26,MEDIUM,"Hobby, Toy, and Game Shops"
M0000328,MID398232030,MERCHANT_00328,5999,GBR,2022-11-25,LOW,Miscellaneous Retail Stores
M0000329,MID928679996,MERCHANT_00329,5411,FRA,2022-05-15,LOW,"Grocery Stores, Supermarkets"
M0000330,MID351680054,MERCHANT_00330,5814,GBR,2021-10-26,LOW,Fast Food Restaurants
M0000331,MID509299256,MERCHANT_00331,6011,GBR,2023-02-01,LOW,Automated Cash Disbursements
M0000332,MID544872617,MERCHANT_00332,5732,CAN,2022-08-14,LOW,Electronics Sales
M0000333,MID967308158,MERCHANT_00333,6051,BRA,2022-05-04,LOW,Non-Financial Institutions - Currency Dealers
M0000334,MID497786554,MERCHANT_00334,4829,BRA,2021-05-15,LOW,Wire Transfer Money Orders
M0000335,MID204890865,MERCHANT_00335,6051,NGA,2024-08-10,LOW,Non-Financial Institutions - Currency Dealers
M0000336,MID583388032,MERCHANT_00336,6051,GBR,2022-08-17,LOW,Non-Financial Institutions - Currency Dealers
M0000337,MID227424149,MERCHANT_00337,5999,ARE,2021-07-29,LOW,Miscellaneous Retail Stores
M0000338,MID256412964,MERCHANT_00338,5999,GBR,2023-06-08,LOW,Miscellaneous Retail Stores
M0000339,MID878636531,MERCHANT_00339,6011,DEU,2021-03-19,LOW,Automated Cash Disbursements
M0000340,MID655003269,MERCHANT_00340,5812,CAN,2022-01-01,MEDIUM,"Eating Places, Restaurants"
M0000341,MID197860419,MERCHANT_00341,4829,USA,2021-03-13,LOW,Wire Transfer Money Orders
M0000342,MID142489045,MERCHANT_00342,5094,AUS,2024-03-06,MEDIUM,"Jewelry, Watches, Silverware"
M0000343,MID100721763,MERCHANT_00343,5814,GBR,2022-01-27,LOW,Fast Food Restaurants
M0000344,MID742940946,MERCHANT_00344,5411,GBR,2022-10-31,HIGH,"Grocery Stores, Supermarkets"
M0000345,MID325195719,MERCHANT_00345,4829,GBR,2021-02-07,LOW,Wire Transfer Money Orders
M0000346,MID332375882,MERCHANT_00346,5732,FRA,2021-09-21,MEDIUM,Electronics Sales
M0000347,MID578740254,MERCHANT_00347,6011,GBR,2022-05-09,MEDIUM,Automated Cash Disbursements
M0000348,MID872966557,MERCHANT_00348,5411,USA,2021-06-12,LOW,"Grocery Stores, Supermarkets"
M0000349,MID216862853,MERCHANT_00349,5732,USA,2021-11-27,LOW,Electronics Sales
M0000350,MID634856416,MERCHANT_00350,5094,USA,2024-04-22,MEDIUM,"Jewelry, Watches, Silverware"
M0000351,MID965124547,MERCHANT_00351,5814,GBR,2023-04-12,LOW,Fast Food Restaurants
M0000352,MID938819195,MERCHANT_00352,7011,FRA,2021-06-28,LOW,"Hotels, Motels, Resorts"
M0000353,MID698047359,MERCHANT_00353,5945,GBR,2024-12-15,LOW,"Hobby, Toy, and Game Shops"
M0000354,MID747702644,MERCHANT_00354,4511,GBR,2022-07-12,LOW,"Airlines, Air Carriers"
M0000355,MID405570897,MERCHANT_00355,5732,USA,2023-01-02,LOW,Electronics Sales
M0000356,MID935917374,MERCHANT_00356,5999,GBR,2024-03-25,LOW,Miscellaneous Retail Stores
M0000357,MID796305046,MERCHANT_00357,5999,DEU,2023-07-26,LOW,Miscellaneous Retail Stores
M0000358,MID780612056,MERCHANT_00358,4511,USA,2024-12-27,LOW,"Airlines, Air Carriers"
M0000359,MID260655538,MERCHANT_00359,5411,IND,2024-06-29,LOW,"Grocery Stores, Supermarkets"
M0000360,MID245364051,MERCHANT_00360,5999,USA,2023-07-23,LOW,Miscellaneous Retail Stores
M0000361,MID948104812,MERCHANT_00361,5411,DEU,2024-07-14,LOW,"Grocery Stores, Supermarkets"
M0000362,MID155363590,MERCHANT_00362,4511,USA,2023-04-27,MEDIUM,"Airlines, Air Carriers"
M0000363,MID798083154,MERCHANT_00363,5411,SGP,2022-03-24,LOW,"Grocery Stores, Supermarkets"
M0000364,MID971496441,MERCHANT_00364,5999,BRA,2024-01-10,LOW,Miscellaneous Retail Stores
M0000365,MID848851884,MERCHANT_00365,5732,IND,2023-09-17,LOW,Electronics Sales
M0000366,MID279767763,MERCHANT_00366,5732,FRA,2025-01-08,LOW,Electronics Sales
M0000367,MID327387667,MERCHANT_00367,5411,GBR,2024-07-23,LOW,"Grocery Stores, Supermarkets"
M0000368,MID168782261,MERCHANT_00368,7994,FRA,2023-03-13,LOW,Video Game Arcades
M0000369,MID880930922,MERCHANT_00369,5814,GBR,2021-11-18,LOW,Fast Food Restaurants
M0000370,MID610593917,MERCHANT_00370,5945,USA,2021-04-19,LOW,"Hobby, Toy, and Game Shops"
M0000371,MID137673610,MERCHANT_00371,5812,USA,2023-02-01,LOW,"Eating Places, Restaurants"
M0000372,MID493547305,MERCHANT_00372,5945,GBR,2021-04-02,LOW,"Hobby, Toy, and Game Shops"
M0000373,MID455822745,MERCHANT_00373,5945,USA,2022-06-30,LOW,"Hobby, Toy, and Game Shops"
M0000374,MID106785554,MERCHANT_00374,5411,USA,2023-01-28,LOW,"Grocery Stores, Supermarkets"
M0000375,MID909642436,MERCHANT_00375,6051,DEU,2023-08-16,LOW,Non-Financial Institutions - Currency Dealers
M0000376,MID300802944,MERCHANT_00376,5732,GBR,2021-05-31,HIGH,Electronics Sales
M0000377,MID107677839,MERCHANT_00377,5999,GBR,2024-04-15,LOW,Miscellaneous Retail Stores
M0000378,MID972047732,MERCHANT_00378,5999,DEU,2024-09-05,LOW,Miscellaneous Retail Stores
M0000379,MID354633480,MERCHANT_00379,5814,GBR,2021-09-23,LOW,Fast Food Restaurants
M0000380,MID765010411,MERCHANT_00380,5411,IND,2021-08-19,LOW,"Grocery Stores, Supermarkets"
M0000381,MID797191168,MERCHANT_00381,6011,USA,2021-07-21,LOW,Automated Cash Disbursements
M0000382,MID360688276,MERCHANT_00382,4722,IND,2022-10-20,LOW,Travel Agencies
M0000383,MID247200903,MERCHANT_00383,5411,ESP,2024-01-03,LOW,"Grocery Stores, Supermarkets"
M0000384,MID242355407,MERCHANT_00384,5732,AUS,2024-10-07,LOW,Electronics Sales
M0000385,MID334014606,MERCHANT_00385,5732,GBR,2022-09-01,MEDIUM,Electronics Sales
M0000386,MID241597162,MERCHANT_00386,5411,DEU,2024-10-16,LOW,"Grocery Stores, Supermarkets"
M0000387,MID921404119,MERCHANT_00387,5732,GBR,2024-02-06,LOW,Electronics Sales
M0000388,MID483680461,MERCHANT_00388,5999,GBR,2024-12-11,LOW,Miscellaneous Retail Stores
M0000389,MID609402349,MERCHANT_00389,4722,GBR,2021-02-03,LOW,Travel Agencies
M0000390,MID917455466,MERCHANT_00390,5411,GBR,2023-09-28,MEDIUM,"Grocery Stores, Supermarkets"
M0000391,MID519658529,MERCHANT_00391,5999,NGA,2022-12-03,LOW,Miscellaneous Retail Stores
M0000392,MID486284543,MERCHANT_00392,5732,GBR,2022-11-14,LOW,Electronics Sales
M0000393,MID788260392,MERCHANT_00393,7011,GBR,2022-10-12,LOW,"Hotels, Motels, Resorts"
M0000394,MID468691916,MERCHANT_00394,7011,CAN,2021-12-02,LOW,"Hotels, Motels, Resorts"
M0000395,MID821193702,MERCHANT_00395,5812,CAN,2022-06-14,LOW,"Eating Places, Restaurants"
M0000396,MID856389155,MERCHANT_00396,5732,FRA,2022-08-23,LOW,Electronics Sales
M0000397,MID484078106,MERCHANT_00397,5814,ESP,2021-04-09,MEDIUM,Fast Food Restaurants
M0000398,MID194127895,MERCHANT_00398,5411,AUS,2023-01-19,HIGH,"Grocery Stores, Supermarkets"
M0000399,MID807737978,MERCHANT_00399,5812,GBR,2024-02-04,LOW,"Eating Places, Restaurants"
M0000400,MID370598960,MERCHANT_00400,5814,IND,2024-02-01,LOW,Fast Food Restaurants
M0000401,MID933162546,MERCHANT_00401,7994,CAN,2021-02-04,LOW,Video Game Arcades
M0000402,MID166677193,MERCHANT_00402,5814,IND,2022-08-13,HIGH,Fast Food Restaurants
M0000403,MID728773292,MERCHANT_00403,5814,USA,2021-06-22,LOW,Fast Food Restaurants
M0000404,MID266295042,MERCHANT_00404,4829,GBR,2021-02-17,LOW,Wire Transfer Money Orders
M0000405,MID447981871,MERCHANT_00405,6011,GBR,2022-06-17,LOW,Automated Cash Disbursements
M0000406,MID613386849,MERCHANT_00406,5732,ARE,2021-04-12,LOW,Electronics Sales
M0000407,MID102572105,MERCHANT_00407,5999,IND,2021-03-12,HIGH,Miscellaneous Retail Stores
M0000408,MID495606911,MERCHANT_00408,5999,USA,2023-06-23,LOW,Miscellaneous Retail Stores
M0000409,MID917689861,MERCHANT_00409,5311,USA,2023-07-15,MEDIUM,Department Stores
M0000410,MID380408819,MERCHANT_00410,6011,GBR,2023-02-06,LOW,Automated Cash Disbursements
M0000411,MID956714429,MERCHANT_00411,5732,USA,2022-07-10,LOW,Electronics Sales
M0000412,MID949661364,MERCHANT_00412,5411,FRA,2023-05-20,LOW,"Grocery Stores, Supermarkets"
M0000413,MID727497244,MERCHANT_00413,5812,CAN,2022-10-13,MEDIUM,"Eating Places, Restaurants"
M0000414,MID732429823,MERCHANT_00414,5814,GBR,2022-10-13,LOW,Fast Food Restaurants
M0000415,MID782138602,MERCHANT_00415,5311,AUS,2022-10-28,LOW,Department Stores
M0000416,MID897722380,MERCHANT_00416,5732,IND,2023-05-31,LOW,Electronics Sales
M0000417,MID558974934,MERCHANT_00417,5999,USA,2023-10-09,LOW,Miscellaneous Retail Stores
M0000418,MID965596980,MERCHANT_00418,4829,USA,2024-03-03,LOW,Wire Transfer Money Orders
M0000419,MID147369812,MERCHANT_00419,5945,SGP,2022-02-10,LOW,"Hobby, Toy, and Game Shops"
M0000420,MID121247203,MERCHANT_00420,5411,GBR,2024-04-01,LOW,"Grocery Stores, Supermarkets"
M0000421,MID414590212,MERCHANT_00421,5814,NGA,2024-06-19,LOW,Fast Food Restaurants
M0000422,MID831698062,MERCHANT_00422,4722,GBR,2021-09-23,LOW,Travel Agencies
M0000423,MID143367655,MERCHANT_00423,5945,GBR,2021-07-23,MEDIUM,"Hobby, Toy, and Game Shops"
M0000424,MID452064196,MERCHANT_00424,5311,IND,2023-01-19,MEDIUM,Department Stores
M0000425,MID608695002,MERCHANT_00425,4511,GBR,2022-06-30,LOW,"Airlines, Air Carriers"
M0000426,MID268297759,MERCHANT_00426,7011,BRA,2024-07-20,LOW,"Hotels, Motels, Resorts"
M0000427,MID659498901,MERCHANT_00427,4829,IND,2024-08-07,LOW,Wire Transfer Money Orders
M0000428,MID541463241,MERCHANT_00428,5732,CAN,2022-11-11,MEDIUM,Electronics Sales
M0000429,MID976827736,MERCHANT_00429,6051,CAN,2023-04-24,LOW,Non-Financial Institutions - Currency Dealers
M0000430,MID691128321,MERCHANT_00430,5999,IND,2022-04-26,LOW,Miscellaneous Retail Stores
M0000431,MID232382016,MERCHANT_00431,4722,IND,2021-09-14,LOW,Travel Agencies
M0000432,MID720079858,MERCHANT_00432,5814,ARE,2024-05-13,LOW,Fast Food Restaurants
M0000433,MID959564432,MERCHANT_00433,5411,IND,2024-08-18,LOW,"Grocery Stores, Supermarkets"
M0000434,MID692118240,MERCHANT_00434,5999,USA,2021-02-03,LOW,Miscellaneous Retail Stores
M0000435,MID898958743,MERCHANT_00435,5814,GBR,2024-04-21,LOW,Fast Food Restaurants
M0000436,MID515740068,MERCHANT_00436,5999,USA,2024-06-03,LOW,Miscellaneous Retail Stores
M0000437,MID977406319,MERCHANT_00437,5999,IND,2022-05-24,LOW,Miscellaneous Retail Stores
M0000438,MID470644556,MERCHANT_00438,5814,USA,2022-12-24,LOW,Fast Food Restaurants
M0000439,MID358251884,MERCHANT_00439,5094,IND,2022-09-22,LOW,"Jewelry, Watches, Silverware"
M0000440,MID214238783,MERCHANT_00440,7994,DEU,2024-12-11,LOW,Video Game Arcades
M0000441,MID877905453,MERCHANT_00441,7011,AUS,2021-03-06,MEDIUM,"Hotels, Motels, Resorts"
M0000442,MID736702871,MERCHANT_00442,5999,ESP,2021-10-08,LOW,Miscellaneous Retail Stores
M0000443,MID894857578,MERCHANT_00443,5732,IND,2021-03-07,LOW,Electronics Sales
M0000444,MID855468914,MERCHANT_00444,5945,GBR,2024-08-09,LOW,"Hobby, Toy, and Game Shops"
M0000445,MID725675455,MERCHANT_00445,5411,IND,2024-06-14,LOW,"Grocery Stores, Supermarkets"
M0000446,MID794692221,MERCHANT_00446,5945,GBR,2022-03-18,LOW,"Hobby, Toy, and Game Shops"
M0000447,MID568752634,MERCHANT_00447,7011,USA,2024-06-25,LOW,"Hotels, Motels, Resorts"
M0000448,MID249500967,MERCHANT_00448,4511,BRA,2023-11-11,LOW,"Airlines, Air Carriers"
M0000449,MID916662156,MERCHANT_00449,5812,GBR,2023-06-02,LOW,"Eating Places, Restaurants"
M0000450,MID356908637,MERCHANT_00450,5814,DEU,2023-01-09,LOW,Fast Food Restaurants
M0000451,MID788585360,MERCHANT_00451,5411,USA,2024-03-24,LOW,"Grocery Stores, Supermarkets"
M0000452,MID310046092,MERCHANT_00452,7994,AUS,2021-12-21,LOW,Video Game Arcades
M0000453,MID181603914,MERCHANT_00453,4722,GBR,2024-09-19,LOW,Travel Agencies
M0000454,MID939558299,MERCHANT_00454,5732,GBR,2021-03-23,LOW,Electronics Sales
M0000455,MID819696057,MERCHANT_00455,5945,DEU,2021-03-16,LOW,"Hobby, Toy, and Game Shops"
M0000456,MID900827260,MERCHANT_00456,5999,IND,2024-05-23,HIGH,Miscellaneous Retail Stores
M0000457,MID369511325,MERCHANT_00457,6011,ARE,2022-04-27,LOW,Automated Cash Disbursements
M0000458,MID197259798,MERCHANT_00458,5094,USA,2021-09-11,LOW,"Jewelry, Watches, Silverware"
M0000459,MID673187632,MERCHANT_00459,7994,USA,2024-01-07,LOW,Video Game Arcades
M0000460,MID430580383,MERCHANT_00460,5945,CAN,2024-03-12,LOW,"Hobby, Toy, and Game Shops"
M0000461,MID616494714,MERCHANT_00461,7994,GBR,2021-08-28,LOW,Video Game Arcades
M0000462,MID883406309,MERCHANT_00462,7994,GBR,2024-11-02,MEDIUM,Video Game Arcades
M0000463,MID299534567,MERCHANT_00463,5411,DEU,2021-05-22,LOW,"Grocery Stores, Supermarkets"
M0000464,MID867865555,MERCHANT_00464,4511,USA,2021-09-05,LOW,"Airlines, Air Carriers"
M0000465,MID939736873,MERCHANT_00465,5812,ARE,2022-04-19,LOW,"Eating Places, Restaurants"
M0000466,MID936519041,MERCHANT_00466,5411,GBR,2023-10-30,MEDIUM,"Grocery Stores, Supermarkets"
M0000467,MID382242902,MERCHANT_00467,4829,GBR,2022-03-05,HIGH,Wire Transfer Money Orders
M0000468,MID586429238,MERCHANT_00468,5411,GBR,2021-10-09,LOW,"Grocery Stores, Supermarkets"
M0000469,MID501284251,MERCHANT_00469,5945,ARE,2023-08-30,LOW,"Hobby, Toy, and Game Shops"
M0000470,MID602697971,MERCHANT_00470,4829,FRA,2021-06-29,LOW,Wire Transfer Money Orders
M0000471,MID539435622,MERCHANT_00471,5814,SGP,2022-01-01,LOW,Fast Food Restaurants
M0000472,MID212414378,MERCHANT_00472,5411,NGA,2022-07-29,LOW,"Grocery Stores, Supermarkets"
M0000473,MID445299309,MERCHANT_00473,5814,GBR,2023-05-30,MEDIUM,Fast Food Restaurants
M0000474,MID677722820,MERCHANT_00474,4722,BRA,2023-09-03,LOW,Travel Agencies
M0000475,MID861090252,MERCHANT_00475,5945,AUS,2024-12-10,MEDIUM,"Hobby, Toy, and Game Shops"
M0000476,MID969514947,MERCHANT_00476,5732,GBR,2024-07-04,MEDIUM,Electronics Sales
M0000477,MID871635318,MERCHANT_00477,4722,USA,2023-04-09,LOW,Travel Agencies
M0000478,MID442091559,MERCHANT_00478,5812,IND,2024-05-17,LOW,"Eating Places, Restaurants"
M0000479,MID611109370,MERCHANT_00479,4829,GBR,2024-11-08,LOW,Wire Transfer Money Orders
M0000480,MID325015057,MERCHANT_00480,5814,GBR,2022-07-22,LOW,Fast Food Restaurants
M0000481,MID335654789,MERCHANT_00481,5945,DEU,2024-08-03,HIGH,"Hobby, Toy, and Game Shops"
M0000482,MID414426928,MERCHANT_00482,5732,USA,2023-02-08,LOW,Electronics Sales
M0000483,MID884346879,MERCHANT_00483,5411,USA,2022-11-05,LOW,"Grocery Stores, Supermarkets"
M0000484,MID843055589,MERCHANT_00484,5311,ARE,2022-05-20,LOW,Department Stores
M0000485,MID595431440,MERCHANT_00485,5411,ESP,2022-11-02,LOW,"Grocery Stores, Supermarkets"
M0000486,MID352396016,MERCHANT_00486,5732,GBR,2024-10-17,MEDIUM,Electronics Sales
M0000487,MID316476361,MERCHANT_00487,5814,GBR,2021-02-22,LOW,Fast Food Restaurants
M0000488,MID901713056,MERCHANT_00488,5814,GBR,2024-01-13,LOW,Fast Food Restaurants
M0000489,MID640427442,MERCHANT_00489,5814,CAN,2024-06-18,LOW,Fast Food Restaurants
M0000490,MID503521886,MERCHANT_00490,5945,USA,2024-04-28,HIGH,"Hobby, Toy, and Game Shops"
M0000491,MID723749499,MERCHANT_00491,4511,USA,2023-12-20,LOW,"Airlines, Air Carriers"
M0000492,MID644156095,MERCHANT_00492,5814,GBR,2021-05-14,LOW,Fast Food Restaurants
M0000493,MID412497081,MERCHANT_00493,4511,USA,2022-02-10,LOW,"Airlines, Air Carriers"
M0000494,MID539527513,MERCHANT_00494,5945,GBR,2024-02-01,MEDIUM,"Hobby, Toy, and Game Shops"
M0000495,MID548986992,MERCHANT_00495,5311,USA,2024-02-09,LOW,Department Stores
M0000496,MID964195920,MERCHANT_00496,5945,GBR,2024-11-19,LOW,"Hobby, Toy, and Game Shops"
M0000497,MID586032965,MERCHANT_00497,5094,USA,2025-01-18,LOW,"Jewelry, Watches, Silverware"
M0000498,MID998646866,MERCHANT_00498,5732,IND,2024-09-02,LOW,Electronics Sales
M0000499,MID135473803,MERCHANT_00499,7994,USA,2021-03-25,LOW,Video Game Arcades
M0000500,MID213038965,MERCHANT_00500,5814,GBR,2022-12-22,LOW,Fast Food Restaurants
M0000501,MID946751393,MERCHANT_00501,5411,USA,2023-08-08,HIGH,"Grocery Stores, Supermarkets"
M0000502,MID348865281,MERCHANT_00502,7994,GBR,2024-12-31,MEDIUM,Video Game Arcades
M0000503,MID147184251,MERCHANT_00503,7994,USA,2021-02-08,LOW,Video Game Arcades
M0000504,MID220108286,MERCHANT_00504,5945,DEU,2023-12-29,LOW,"Hobby, Toy, and Game Shops"
M0000505,MID709598623,MERCHANT_00505,4722,ARE,2023-04-24,LOW,Travel Agencies
M0000506,MID189216604,MERCHANT_00506,7994,IND,2022-09-28,MEDIUM,Video Game Arcades
M0000507,MID283277993,MERCHANT_00507,5945,USA,2021-11-27,LOW,"Hobby, Toy, and Game Shops"
M0000508,MID570479158,MERCHANT_00508,5945,USA,2024-09-18,LOW,"Hobby, Toy, and Game Shops"
M0000509,MID487234164,MERCHANT_00509,4511,ESP,2023-06-09,LOW,"Airlines, Air Carriers"
M0000510,MID840087344,MERCHANT_00510,5814,ESP,2023-02-04,LOW,Fast Food Restaurants
M0000511,MID142243178,MERCHANT_00511,5814,FRA,2023-08-31,LOW,Fast Food Restaurants
M0000512,MID275730460,MERCHANT_00512,5814,NGA,2021-12-01,LOW,Fast Food Restaurants
M0000513,MID390673159,MERCHANT_00513,6011,BRA,2024-10-30,LOW,Automated Cash Disbursements
M0000514,MID492042872,MERCHANT_00514,5812,USA,2021-12-27,LOW,"Eating Places, Restaurants"
M0000515,MID783497923,MERCHANT_00515,5411,IND,2024-08-03,LOW,"Grocery Stores, Supermarkets"
M0000516,MID302707057,MERCHANT_00516,5814,USA,2024-04-14,LOW,Fast Food Restaurants
M0000517,MID715003283,MERCHANT_00517,5814,IND,2024-10-05,LOW,Fast Food Restaurants
M0000518,MID537049683,MERCHANT_00518,5411,IND,2024-05-03,LOW,"Grocery Stores, Supermarkets"
M0000519,MID983182014,MERCHANT_00519,4511,FRA,2022-08-16,HIGH,"Airlines, Air Carriers"
M0000520,MID833017987,MERCHANT_00520,7011,FRA,2021-08-24,LOW,"Hotels, Motels, Resorts"
M0000521,MID750010114,MERCHANT_00521,6011,USA,2021-08-04,MEDIUM,Automated Cash Disbursements
M0000522,MID445657464,MERCHANT_00522,5945,USA,2022-02-28,LOW,"Hobby, Toy, and Game Shops"
M0000523,MID814421841,MERCHANT_00523,5812,IND,2022-05-24,MEDIUM,"Eating Places, Restaurants"
M0000524,MID838532630,MERCHANT_00524,5094,CAN,2023-07-20,HIGH,"Jewelry, Watches, Silverware"
M0000525,MID641253403,MERCHANT_00525,5732,USA,2024-08-04,MEDIUM,Electronics Sales
M0000526,MID468088650,MERCHANT_00526,5411,DEU,2021-10-28,LOW,"Grocery Stores, Supermarkets"
M0000527,MID210335968,MERCHANT_00527,5814,USA,2022-02-12,MEDIUM,Fast Food Restaurants
M0000528,MID294833471,MERCHANT_00528,4511,IND,2024-11-04,MEDIUM,"Airlines, Air Carriers"
M0000529,MID880654910,MERCHANT_00529,4511,ARE,2023-12-31,LOW,"Airlines, Air Carriers"
M0000530,MID379888983,MERCHANT_00530,5999,USA,2024-05-02,LOW,Miscellaneous Retail Stores
