cardholder_id,historical_txn_count,historical_fraud_count,historical_chargebacks,historical_failed_auths,avg_historical_amount,std_historical_amount,p95_historical_amount,usual_online_rate,usual_international_rate,usual_contactless_rate,distinct_merchants_180d,distinct_countries_180d,top_mcc,top_country,days_since_last_historical_txn,historical_fraud_rate,historical_failed_auth_rate,historical_chargeback_rate,distinct_devices_180d,distinct_ip_hashes_180d,distinct_ip_countries_180d,avg_historical_device_risk,avg_historical_ip_risk,risky_ip_event_rate_180d,failed_login_events_180d
CH0000366,27,0,0,1,89.96851851851852,51.647988768921536,168.148,0.3333333333333333,1.0,0.4074074074074074,27,8,5411,GBR,7,0.0,0.037037037037037,0.0,1,6,6,24.614814814814817,20.196296296296296,0.0,3
CH0000367,30,0,0,0,165.0836666666667,117.61991144721448,365.2134999999999,0.2333333333333333,0.8,0.3333333333333333,30,9,5999,USA,2,0.0,0.0,0.0,1,9,9,24.936666666666667,22.65666666666667,0.0,7
CH0000368,33,1,0,2,94.49878787878788,74.79980283887684,237.98599999999996,0.5454545454545454,1.0,0.4242424242424242,33,7,5999,GBR,9,0.0303030303030303,0.0606060606060606,0.0,2,9,8,25.490909090909092,19.915151515151518,0.0,8
CH0000369,31,1,0,0,180.72967741935483,99.18353204989464,312.20500000000004,0.064516129032258,0.5806451612903226,0.4193548387096774,31,5,5814,USA,26,0.032258064516129,0.0,0.0,2,6,5,24.345161290322583,19.883870967741935,0.0,5
CH0000370,31,0,0,2,34.47741935483871,25.13237009220605,81.5,0.1290322580645161,0.967741935483871,0.4193548387096774,31,8,5999,GBR,8,0.0,0.064516129032258,0.0,1,7,7,24.97741935483871,20.425806451612903,0.0,8
CH0000371,37,0,1,1,76.02567567567569,68.16925091028703,161.56999999999988,0.1351351351351351,0.972972972972973,0.4054054054054054,36,12,5732,GBR,0,0.0,0.027027027027027,0.027027027027027,1,10,10,24.1027027027027,21.175675675675677,0.0,3
CH0000372,26,0,1,2,139.35,132.84822142580606,424.2225,0.4230769230769231,0.8461538461538461,0.5769230769230769,26,9,5814,GBR,0,0.0,0.0769230769230769,0.0384615384615384,1,9,9,23.784615384615385,22.47307692307692,0.0,6
CH0000373,34,0,0,2,77.77382352941176,52.87551429736017,173.62899999999996,0.5294117647058824,0.8823529411764706,0.4411764705882353,33,9,5411,GBR,5,0.0,0.0588235294117647,0.0,1,9,9,25.391176470588235,21.764705882352942,0.0,10
CH0000374,25,0,0,0,136.312,140.16475175069277,400.4539999999995,0.4,0.64,0.4,25,10,5814,GBR,2,0.0,0.0,0.0,1,8,8,24.564,19.504,0.0,2
CH0000375,28,0,0,0,130.90785714285715,113.46572712619056,338.22,0.6071428571428571,0.6785714285714286,0.4642857142857143,28,9,5999,GBR,2,0.0,0.0,0.0,1,8,8,25.625,20.40357142857143,0.0,1
CH0000376,36,0,0,2,284.9105555555556,239.729510787762,806.4425,0.4444444444444444,0.6944444444444444,0.3888888888888889,36,10,5411,GBR,3,0.0,0.0555555555555555,0.0,1,7,7,23.4,21.21388888888889,0.0,6
CH0000377,47,0,0,2,133.2876595744681,90.63596285026507,241.51099999999997,0.5319148936170213,0.8723404255319149,0.3404255319148936,46,11,5411,GBR,0,0.0,0.0425531914893617,0.0,1,10,10,24.4,21.53404255319149,0.0,10
CH0000378,37,0,0,2,136.03027027027028,116.50936580107786,322.6319999999998,0.1351351351351351,0.6756756756756757,0.2972972972972973,37,10,5411,GBR,0,0.0,0.054054054054054,0.0,1,10,10,24.105405405405406,22.58648648648649,0.0,6
CH0000379,27,0,0,0,123.90777777777777,124.40936127074548,273.872,0.5555555555555556,0.7777777777777778,0.3703703703703703,26,8,5411,GBR,26,0.0,0.0,0.0,1,7,7,25.47037037037037,20.85185185185185,0.0,4
CH0000380,26,0,0,1,28.09307692307692,16.321333712471116,52.415,0.0769230769230769,0.9230769230769232,0.5384615384615384,26,10,5732,GBR,8,0.0,0.0384615384615384,0.0,1,7,7,25.430769230769233,21.207692307692305,0.0,5
CH0000381,39,0,0,1,58.85923076923078,48.42652667944315,143.18800000000002,0.1794871794871795,0.9487179487179488,0.5128205128205128,39,8,5814,GBR,2,0.0,0.0256410256410256,0.0,1,8,8,24.407692307692308,19.75897435897436,0.0,5
CH0000382,35,1,0,2,29.166,26.67931697247227,82.35599999999992,0.2857142857142857,0.7428571428571429,0.4285714285714285,35,10,5411,GBR,8,0.0285714285714285,0.0571428571428571,0.0,2,9,8,27.40857142857143,20.27714285714286,0.0,1
CH0000383,35,0,0,1,102.61857142857144,84.81823798545913,189.17899999999983,0.1714285714285714,0.8,0.2857142857142857,33,9,5411,GBR,1,0.0,0.0285714285714285,0.0,1,8,8,25.785714285714285,21.939999999999998,0.0,5
CH0000384,25,0,0,0,102.128,62.00639032927708,196.898,0.24,0.68,0.4,24,9,5732,GBR,3,0.0,0.0,0.0,1,7,7,25.66,21.628,0.0,9
CH0000385,28,0,0,2,270.65464285714285,195.2334325399961,597.867,0.1785714285714285,0.7142857142857143,0.4285714285714285,28,8,5999,GBR,1,0.0,0.0714285714285714,0.0,1,8,8,25.010714285714283,20.789285714285715,0.0,7
CH0000386,30,0,0,0,131.542,108.415009820978,366.6719999999996,0.4,0.9666666666666668,0.4666666666666667,30,11,5094,CAN,6,0.0,0.0,0.0,1,9,9,25.173333333333332,21.53666666666667,0.0,4
CH0000387,29,0,0,1,52.07620689655173,35.40639645739908,125.26599999999996,0.1034482758620689,1.0,0.4482758620689655,27,8,5814,GBR,12,0.0,0.0344827586206896,0.0,1,8,8,25.320689655172412,21.637931034482758,0.0,9
CH0000388,38,0,0,2,108.62,108.42738469294254,331.7244999999999,0.1578947368421052,0.5263157894736842,0.4210526315789473,38,9,5411,GBR,0,0.0,0.0526315789473684,0.0,1,8,8,26.31578947368421,21.763157894736842,0.0,6
CH0000389,33,0,0,2,20.683636363636364,15.04097483089565,48.58799999999998,0.3939393939393939,0.6363636363636364,0.3636363636363636,33,9,5732,GBR,0,0.0,0.0606060606060606,0.0,1,8,8,24.60909090909091,21.151515151515152,0.0,0
CH0000390,26,0,0,1,67.42653846153847,66.90442310892803,157.2525,0.0384615384615384,0.8846153846153846,0.4615384615384615,26,11,5411,GBR,25,0.0,0.0384615384615384,0.0,1,10,10,25.930769230769233,21.642307692307693,0.0,2
CH0000391,28,0,0,2,15.325,14.368756099671671,40.11049999999999,0.6071428571428571,0.6785714285714286,0.2857142857142857,27,7,5411,USA,2,0.0,0.0714285714285714,0.0,1,6,6,25.57857142857143,22.275000000000002,0.0,6
CH0000392,32,0,0,1,131.776875,134.85125117980206,382.524,0.21875,0.6875,0.40625,32,10,5814,GBR,17,0.0,0.03125,0.0,1,9,9,26.246875,21.09375,0.0,4
CH0000393,34,0,0,1,68.56088235294118,56.62429483768012,153.10749999999987,0.2647058823529412,0.6470588235294118,0.2352941176470588,34,9,5411,GBR,0,0.0,0.0294117647058823,0.0,1,8,8,25.23235294117647,20.264705882352942,0.0,4
CH0000394,24,1,0,0,83.26833333333333,48.70975892460108,186.6759999999999,0.4166666666666667,0.5833333333333334,0.4166666666666667,24,5,5411,USA,2,0.0416666666666666,0.0,0.0,2,5,4,26.40833333333333,20.566666666666666,0.0,0
CH0000395,33,0,0,1,38.487272727272725,24.596026898760407,85.70399999999997,0.1212121212121212,0.8181818181818182,0.3939393939393939,33,9,5411,USA,4,0.0,0.0303030303030303,0.0,1,9,9,25.57272727272727,20.566666666666666,0.0,4
CH0000396,31,1,1,1,41.483548387096775,31.180206172975304,107.375,0.3870967741935484,0.967741935483871,0.4516129032258064,30,9,5814,GBR,7,0.032258064516129,0.032258064516129,0.032258064516129,2,9,8,26.69677419354839,24.006451612903227,0.0,2
CH0000397,30,0,0,2,160.069,134.67401457747442,422.5014999999994,0.8,0.9,0.3,30,10,5411,USA,0,0.0,0.0666666666666666,0.0,1,9,9,24.483333333333334,19.986666666666668,0.0,0
CH0000398,25,0,0,1,25.1072,20.15358394926321,66.18199999999993,0.16,0.76,0.4,25,5,5411,GBR,18,0.0,0.04,0.0,1,5,5,25.028000000000002,20.108,0.0,2
CH0000399,36,1,1,1,111.01472222222225,146.75196671324832,212.88,0.2222222222222222,0.6944444444444444,0.4444444444444444,36,11,5732,USA,6,0.0277777777777777,0.0277777777777777,0.0277777777777777,2,11,10,24.6,23.0,0.0,5
CH0000400,29,0,0,0,46.95379310344827,29.559824740176506,102.598,0.5172413793103449,1.0,0.3103448275862069,29,7,5411,GBR,0,0.0,0.0,0.0,1,8,8,26.28965517241379,21.193103448275863,0.0,3
CH0000401,19,0,0,1,27.424210526315797,36.70307288312966,69.41299999999978,0.5263157894736842,0.6842105263157895,0.3157894736842105,19,7,5814,GBR,11,0.0,0.0526315789473684,0.0,1,6,6,26.44736842105263,19.83157894736842,0.0,5
CH0000402,31,0,0,1,221.34451612903223,174.5938923872331,618.75,0.3548387096774194,0.967741935483871,0.3225806451612903,30,11,5411,GBR,10,0.0,0.032258064516129,0.0,1,10,10,26.038709677419355,20.11935483870968,0.0,5
CH0000403,29,1,0,3,244.51379310344825,218.29890477138045,523.6879999999999,0.1034482758620689,0.6206896551724138,0.3448275862068966,28,10,5814,GBR,6,0.0344827586206896,0.1034482758620689,0.0,2,8,8,26.66551724137931,21.693103448275863,0.0,5
CH0000404,33,0,0,1,45.69636363636364,26.266048643898387,91.42399999999998,0.1818181818181818,0.9090909090909092,0.303030303030303,33,9,5814,GBR,1,0.0,0.0303030303030303,0.0,1,8,8,26.303030303030305,20.275757575757577,0.0,1
CH0000405,30,0,0,0,67.03933333333333,49.510076851940525,145.9864999999999,0.1333333333333333,0.7,0.3,29,7,4829,GBR,1,0.0,0.0,0.0,1,7,7,24.259999999999998,20.44333333333333,0.0,5
CH0000406,33,0,0,1,80.65818181818183,66.11209564323997,193.54799999999997,0.5454545454545454,0.8484848484848485,0.4242424242424242,33,10,5814,GBR,2,0.0,0.0303030303030303,0.0,1,10,10,25.23939393939394,21.642424242424244,0.0,6
CH0000407,33,0,0,0,41.95212121212121,35.80715158644775,120.28799999999995,0.0303030303030303,0.5151515151515151,0.3636363636363636,33,9,5732,GBR,3,0.0,0.0,0.0,1,8,8,24.36969696969697,21.224242424242423,0.0,8
CH0000408,33,0,0,2,75.97393939393939,67.25326120993103,228.632,0.4242424242424242,0.9393939393939394,0.3636363636363636,33,9,5945,GBR,3,0.0,0.0606060606060606,0.0,1,8,8,25.875757575757575,22.554545454545455,0.0,2
CH0000409,39,1,0,3,114.00307692307692,86.15386710182653,268.46000000000004,0.2051282051282051,0.7435897435897436,0.4102564102564102,38,11,5814,GBR,2,0.0256410256410256,0.0769230769230769,0.0,2,8,7,24.70769230769231,22.864102564102566,0.0,4
CH0000410,26,0,0,2,385.4784615384616,255.7730604530869,897.7,0.3461538461538461,0.8076923076923077,0.5,26,10,5411,GBR,15,0.0,0.0769230769230769,0.0,1,10,10,24.726923076923075,20.423076923076923,0.0,9
CH0000411,30,1,1,3,63.85966666666666,57.61032938292572,166.21449999999987,0.2333333333333333,0.9,0.3333333333333333,30,9,4722,GBR,4,0.0333333333333333,0.1,0.0333333333333333,2,10,10,26.05,20.55,0.0,6
CH0000412,29,1,0,2,174.5637931034483,129.84650010173533,332.96599999999995,0.1724137931034483,0.7586206896551724,0.3448275862068966,28,10,5814,GBR,0,0.0344827586206896,0.0689655172413793,0.0,2,9,8,23.43448275862069,22.21379310344828,0.0,5
CH0000413,36,0,0,0,102.0075,66.79668090021924,187.2425,0.5833333333333334,0.7222222222222222,0.4722222222222222,35,9,5814,USA,5,0.0,0.0,0.0,1,9,9,24.891666666666666,21.65277777777778,0.0,5
CH0000414,36,0,0,0,28.05388888888889,27.300927171882723,63.56,0.25,0.7777777777777778,0.3611111111111111,36,11,5814,USA,6,0.0,0.0,0.0,1,9,9,24.549999999999997,21.366666666666667,0.0,5
CH0000415,25,0,0,1,82.38719999999999,50.81943095575418,172.58999999999992,0.24,0.92,0.52,25,8,5411,GBR,0,0.0,0.04,0.0,1,8,8,25.148000000000003,22.504,0.0,4
CH0000416,34,0,0,1,74.87352941176471,52.64670652925876,150.38349999999997,0.3529411764705882,0.9705882352941176,0.3235294117647059,34,11,5411,GBR,1,0.0,0.0294117647058823,0.0,1,9,9,24.764705882352942,21.49705882352941,0.0,5
CH0000417,30,1,0,0,317.6626666666667,206.1861876027609,566.8435,0.0333333333333333,0.6666666666666666,0.3333333333333333,29,11,5411,GBR,9,0.0333333333333333,0.0,0.0,2,10,10,24.07,20.993333333333332,0.0,7
CH0000418,31,1,1,2,245.94451612903225,138.2406725446292,434.74,0.2903225806451613,0.967741935483871,0.3225806451612903,31,8,5814,GBR,3,0.032258064516129,0.064516129032258,0.032258064516129,2,9,8,24.990322580645163,22.648387096774194,0.0,5
CH0000419,28,1,0,1,145.0292857142857,149.32356054154425,274.46899999999994,0.6785714285714286,0.9285714285714286,0.3571428571428571,28,8,5411,GBR,1,0.0357142857142857,0.0357142857142857,0.0,2,7,6,24.907142857142855,21.150000000000002,0.0,3
CH0000420,44,1,0,3,228.00068181818185,241.30379230048183,782.9805,0.6136363636363636,0.9545454545454546,0.4545454545454545,42,10,5411,GBR,4,0.0227272727272727,0.0681818181818181,0.0,2,10,9,26.85909090909091,22.87727272727273,0.0,2
CH0000421,30,0,0,1,87.38433333333334,109.14135006663524,209.81249999999997,0.2,0.6,0.4,30,10,5814,GBR,8,0.0,0.0333333333333333,0.0,1,8,8,24.92,20.55666666666667,0.0,5
CH0000422,36,0,0,2,218.83333333333331,169.63665784763114,586.2425,0.1944444444444444,0.8333333333333334,0.3333333333333333,35,9,4829,GBR,1,0.0,0.0555555555555555,0.0,1,9,9,24.591666666666665,20.51388888888889,0.0,3
CH0000423,43,1,0,1,92.6786046511628,85.49783190181729,257.1819999999999,0.4186046511627907,0.6976744186046512,0.3488372093023256,42,10,5411,GBR,0,0.0232558139534883,0.0232558139534883,0.0,2,10,9,26.12093023255814,21.23953488372093,0.0,5
CH0000424,27,0,0,0,179.6785185185185,129.86742428349186,475.71199999999993,0.2222222222222222,0.7407407407407407,0.2222222222222222,27,9,5732,GBR,9,0.0,0.0,0.0,1,8,8,25.31851851851852,21.522222222222222,0.0,1
CH0000425,25,0,0,1,219.0856,142.04673084000677,518.5719999999997,0.44,0.72,0.44,25,10,5411,GBR,2,0.0,0.04,0.0,1,9,9,23.855999999999998,21.824,0.0,7
CH0000426,26,0,1,1,162.06153846153848,116.21569324982949,336.2,0.3076923076923077,0.9615384615384616,0.4230769230769231,26,10,5999,USA,4,0.0,0.0384615384615384,0.0384615384615384,1,9,9,25.565384615384616,22.215384615384615,0.0,7
CH0000427,35,0,0,1,42.67771428571429,35.198857107591884,89.97699999999999,0.2857142857142857,0.8285714285714286,0.2857142857142857,35,11,5411,GBR,3,0.0,0.0285714285714285,0.0,1,9,9,24.608571428571427,21.61714285714286,0.0,2
CH0000428,29,0,0,1,68.96241379310345,54.72927870470199,165.0679999999999,0.0689655172413793,0.9310344827586208,0.3793103448275862,28,8,5732,GBR,5,0.0,0.0344827586206896,0.0,1,8,8,25.375862068965517,21.879310344827587,0.0,4
CH0000429,34,0,0,1,136.94176470588238,119.25414670309102,407.974,0.3529411764705882,0.6176470588235294,0.3529411764705882,31,9,5411,GBR,2,0.0,0.0294117647058823,0.0,1,9,9,25.273529411764706,20.688235294117646,0.0,6
CH0000430,32,0,1,4,187.9590625,247.3866373208124,694.4654999999998,0.375,0.6875,0.375,31,9,5814,GBR,1,0.0,0.125,0.03125,1,8,8,26.240625,22.25625,0.0,3
CH0000431,45,0,1,3,90.27155555555557,72.59421736786288,247.332,0.5555555555555556,0.9555555555555556,0.4444444444444444,45,11,5411,GBR,9,0.0,0.0666666666666666,0.0222222222222222,1,10,10,24.915555555555557,19.502222222222223,0.0,7
CH0000432,29,0,0,3,78.56206896551724,61.19203305866065,183.54599999999985,0.1379310344827586,0.7241379310344828,0.4482758620689655,29,7,5411,GBR,12,0.0,0.1034482758620689,0.0,1,6,6,23.220689655172414,21.28965517241379,0.0,3
CH0000433,45,0,0,0,139.86066666666665,137.47699249494275,400.6339999999997,0.6222222222222222,0.9111111111111112,0.2666666666666666,44,10,5411,GBR,0,0.0,0.0,0.0,1,9,9,24.862222222222222,21.34,0.0,8
CH0000434,33,0,0,2,67.24939393939394,47.08916415558055,146.844,0.0909090909090909,0.8181818181818182,0.4242424242424242,33,9,5814,GBR,6,0.0,0.0606060606060606,0.0,1,8,8,25.448484848484846,22.245454545454546,0.0,4
CH0000435,40,0,0,1,61.31275000000001,64.09003138564391,150.95449999999968,0.225,0.65,0.45,40,11,5411,GBR,1,0.0,0.025,0.0,1,10,10,23.8,21.8625,0.0,11
CH0000436,29,0,0,0,478.56482758620695,377.4962239794184,1395.8299999999997,0.1034482758620689,0.9310344827586208,0.4482758620689655,29,6,5732,GBR,28,0.0,0.0,0.0,1,6,6,25.99655172413793,20.282758620689652,0.0,8
CH0000437,21,0,0,0,70.36952380952381,43.93955046153641,145.8,0.3333333333333333,0.8571428571428571,0.3333333333333333,21,8,5411,GBR,19,0.0,0.0,0.0,1,7,7,23.95714285714286,20.59047619047619,0.0,2
CH0000438,23,0,0,2,144.40130434782608,105.93427547752718,364.064,0.6956521739130435,0.7391304347826086,0.3043478260869565,23,5,4511,USA,9,0.0,0.0869565217391304,0.0,1,5,5,25.191304347826087,22.143478260869564,0.0,2
CH0000439,25,0,0,1,91.1512,66.49102604361985,200.9899999999999,0.32,0.92,0.4,25,7,5094,GBR,1,0.0,0.04,0.0,1,6,6,25.084,23.36,0.0,6
CH0000440,29,0,0,2,40.58172413793103,42.640686059624656,121.03999999999998,0.3103448275862069,0.7586206896551724,0.4137931034482758,29,9,5999,GBR,1,0.0,0.0689655172413793,0.0,1,8,8,23.727586206896554,22.25862068965517,0.0,5
CH0000441,30,0,0,0,29.231,21.297958352856263,67.80749999999998,0.2333333333333333,0.6666666666666666,0.3,30,9,5814,GBR,2,0.0,0.0,0.0,1,7,7,25.4,23.91,0.0,6
CH0000442,25,1,1,1,89.314,100.00749721895856,302.2539999999996,0.28,0.64,0.44,25,9,5732,GBR,14,0.04,0.04,0.04,2,8,7,25.892,19.516,0.0,2
CH0000443,22,0,0,0,13.715909090909092,10.48503816515111,35.88,0.2727272727272727,0.9545454545454546,0.2727272727272727,22,9,5411,GBR,7,0.0,0.0,0.0,1,9,9,24.38181818181818,22.345454545454547,0.0,5
CH0000444,28,0,0,0,406.255,405.1692784458076,1245.6559999999988,0.4285714285714285,0.9642857142857144,0.4642857142857143,28,10,7011,GBR,6,0.0,0.0,0.0,1,10,10,24.38214285714286,21.714285714285715,0.0,8
CH0000445,43,1,1,1,53.00697674418605,37.08894325902094,135.953,0.3953488372093023,0.5116279069767442,0.3255813953488372,43,8,5411,GBR,12,0.0232558139534883,0.0232558139534883,0.0232558139534883,2,9,8,25.602325581395352,20.08372093023256,0.0,2
CH0000446,23,1,1,0,57.2904347826087,41.08228001974274,92.129,0.0,1.0,0.4347826086956521,23,8,5411,GBR,37,0.0434782608695652,0.0,0.0434782608695652,2,9,9,26.078260869565216,23.58695652173913,0.0,3
CH0000447,39,0,0,2,278.28128205128206,276.73352696829687,936.568,0.1794871794871795,0.8461538461538461,0.3076923076923077,38,10,4511,GBR,8,0.0,0.0512820512820512,0.0,1,7,7,24.32051282051282,20.54102564102564,0.0,7
CH0000448,34,0,0,0,77.215,60.131019537390685,143.3884999999999,0.4117647058823529,0.6176470588235294,0.4117647058823529,33,6,5814,USA,8,0.0,0.0,0.0,1,6,6,25.658823529411762,20.74705882352941,0.0,2
CH0000449,35,0,0,2,118.06914285714286,85.8673196881105,258.9119999999998,0.4285714285714285,0.5142857142857142,0.4857142857142857,34,9,5411,GBR,5,0.0,0.0571428571428571,0.0,1,7,7,24.205714285714286,22.822857142857142,0.0,5
CH0000450,28,0,0,0,51.645,39.51418446677186,133.48149999999998,0.2857142857142857,0.6785714285714286,0.3214285714285714,28,9,5814,GBR,1,0.0,0.0,0.0,1,8,8,24.52857142857143,21.353571428571428,0.0,4
CH0000451,37,0,0,1,109.6908108108108,86.2547395276978,251.7719999999998,0.054054054054054,0.6216216216216216,0.3513513513513513,36,11,5411,GBR,1,0.0,0.027027027027027,0.0,1,11,11,23.727027027027027,20.318918918918918,0.0,8
CH0000452,32,0,0,1,159.3975,92.46759903321671,293.8325,0.28125,0.90625,0.53125,32,11,4511,USA,0,0.0,0.03125,0.0,1,7,7,24.85625,20.7125,0.0,9
CH0000453,41,0,1,4,50.45,34.10651118188432,100.79,0.4146341463414634,0.951219512195122,0.4634146341463415,40,12,5814,GBR,18,0.0,0.0975609756097561,0.024390243902439,1,11,11,25.07560975609756,23.602439024390247,0.0,5
CH0000454,37,0,0,1,139.02621621621623,168.25295150707117,351.5639999999997,0.4864864864864865,0.6756756756756757,0.3513513513513513,37,8,5814,GBR,7,0.0,0.027027027027027,0.0,1,7,7,25.05675675675676,19.267567567567568,0.0,10
CH0000455,28,1,1,0,19.703928571428573,17.047080631849642,49.41399999999998,0.1071428571428571,0.9285714285714286,0.4285714285714285,28,11,5814,GBR,0,0.0357142857142857,0.0,0.0357142857142857,2,12,11,24.65357142857143,22.339285714285715,0.0,6
CH0000456,29,0,0,2,265.3444827586207,136.04377666204692,526.8339999999998,0.1379310344827586,0.6206896551724138,0.3793103448275862,29,9,5732,GBR,6,0.0,0.0689655172413793,0.0,1,8,8,24.610344827586207,19.813793103448276,0.0,5
CH0000457,36,0,1,3,49.27861111111111,41.80072741354614,124.68,0.7777777777777778,0.6111111111111112,0.3333333333333333,36,10,5411,GBR,2,0.0,0.0833333333333333,0.0277777777777777,1,10,10,25.083333333333332,21.069444444444443,0.0,3
CH0000458,25,0,0,2,90.5964,66.68522536764296,242.4879999999997,0.36,0.8,0.4,25,9,5999,GBR,3,0.0,0.08,0.0,1,9,9,23.024,20.568,0.0,6
CH0000459,30,0,0,1,75.02433333333333,58.18808461291315,197.77949999999984,0.3666666666666666,0.5,0.5,30,8,5999,GBR,3,0.0,0.0333333333333333,0.0,1,7,7,26.176666666666666,21.37,0.0,3
CH0000460,36,1,0,1,35.2275,23.10533832874373,80.3625,0.1944444444444444,0.7777777777777778,0.3611111111111111,35,11,5999,USA,6,0.0277777777777777,0.0277777777777777,0.0,2,9,8,23.897222222222222,21.466666666666665,0.0,8
CH0000461,27,0,0,0,47.690000000000005,31.331162049700858,110.001,0.1111111111111111,0.6666666666666666,0.3333333333333333,27,9,5732,GBR,3,0.0,0.0,0.0,1,8,8,26.462962962962962,20.22222222222222,0.0,3
CH0000462,30,0,1,1,144.80866666666668,166.82306932864495,310.43699999999967,0.1666666666666666,0.9333333333333332,0.3666666666666666,30,9,5814,GBR,0,0.0,0.0333333333333333,0.0333333333333333,1,8,8,24.553333333333335,20.313333333333333,0.0,3
CH0000463,33,0,0,3,119.84696969696972,83.63183452956358,266.5559999999999,0.2121212121212121,0.7878787878787878,0.5151515151515151,32,11,5411,GBR,3,0.0,0.0909090909090909,0.0,1,8,8,25.5,20.042424242424243,0.0,5
CH0000464,37,0,0,2,42.505945945945946,29.97935404939905,104.19,0.4324324324324324,0.7297297297297297,0.3783783783783784,37,10,5814,GBR,6,0.0,0.054054054054054,0.0,1,8,8,24.37837837837838,21.962162162162162,0.0,3
CH0000465,30,0,0,0,129.21766666666667,73.46927482045592,267.49599999999987,0.3,0.7,0.2666666666666666,30,9,4511,GBR,0,0.0,0.0,0.0,1,8,8,25.153333333333332,21.959999999999997,0.0,1
CH0000466,33,1,0,0,143.2521212121212,127.0289888607512,381.9119999999997,0.2121212121212121,0.7575757575757576,0.4545454545454545,32,8,5411,GBR,2,0.0303030303030303,0.0,0.0,2,9,8,27.033333333333335,21.67878787878788,0.0,6
CH0000467,34,1,1,3,56.35823529411765,46.372265318084665,125.32949999999988,0.2647058823529412,0.7941176470588235,0.1764705882352941,32,11,5814,GBR,5,0.0294117647058823,0.088235294117647,0.0294117647058823,2,8,8,25.308823529411764,21.28529411764706,0.0,6
CH0000468,33,0,0,3,26.456060606060603,21.204665014359744,69.11199999999998,0.3333333333333333,1.0,0.4848484848484848,33,8,4511,GBR,1,0.0,0.0909090909090909,0.0,1,9,9,25.412121212121214,22.01212121212121,0.0,6
CH0000469,31,0,0,0,77.05419354838709,60.04742380120308,222.235,0.4516129032258064,0.5806451612903226,0.3225806451612903,31,9,5812,GBR,5,0.0,0.0,0.0,1,7,7,24.916129032258063,20.348387096774193,0.0,7
CH0000470,36,0,1,0,114.9563888888889,91.1139229176554,314.66,0.1111111111111111,0.7777777777777778,0.25,36,12,5812,GBR,0,0.0,0.0,0.0277777777777777,1,11,11,25.319444444444443,22.991666666666667,0.0,5
CH0000471,32,0,0,0,93.4409375,134.20250219674347,338.7919999999999,0.34375,0.53125,0.40625,32,7,5094,GBR,1,0.0,0.0,0.0,1,6,6,23.49375,21.446875,0.0,5
CH0000472,28,0,0,0,45.88142857142857,44.26409796046868,90.51599999999996,0.2857142857142857,0.7142857142857143,0.25,28,10,5411,GBR,7,0.0,0.0,0.0,1,9,9,22.74642857142857,20.042857142857144,0.0,4
CH0000473,35,0,0,2,92.94514285714286,57.66244834590097,202.93599999999992,0.0857142857142857,0.7428571428571429,0.2,35,10,5411,GBR,6,0.0,0.0571428571428571,0.0,1,8,8,24.937142857142856,20.47142857142857,0.0,4
CH0000474,34,0,0,0,234.3155882352941,232.6737109838085,560.1024999999997,0.4705882352941176,0.9411764705882352,0.2941176470588235,34,9,5411,GBR,2,0.0,0.0,0.0,1,8,8,25.71470588235294,20.158823529411762,0.0,6
CH0000475,25,0,0,1,49.6,29.633592846632688,105.90999999999995,0.12,1.0,0.36,25,8,5411,GBR,2,0.0,0.04,0.0,1,7,7,24.936,21.191999999999997,0.0,2
CH0000476,24,0,0,0,89.23958333333333,68.97068996125734,224.44449999999992,0.6666666666666666,0.6666666666666666,0.4166666666666667,24,7,5814,GBR,0,0.0,0.0,0.0,1,7,7,24.45,20.5125,0.0,4
CH0000477,32,1,0,2,650.43375,369.08680081231705,1235.6725,0.34375,0.75,0.53125,31,11,5411,GBR,0,0.03125,0.0625,0.0,2,11,10,25.365625,20.65625,0.0,4
CH0000478,32,0,0,1,110.925,82.7630333951952,281.72599999999994,0.15625,1.0,0.34375,30,8,5411,GBR,3,0.0,0.03125,0.0,1,9,9,24.090625,22.4875,0.0,5
CH0000479,33,0,0,3,27.51606060606061,24.3491324202981,51.99,0.2727272727272727,0.6666666666666666,0.4242424242424242,33,11,5411,GBR,22,0.0,0.0909090909090909,0.0,1,10,10,25.569696969696967,20.71212121212121,0.0,2
CH0000480,30,0,0,4,61.379333333333335,46.07696446938148,146.3395,0.2333333333333333,0.9,0.3666666666666666,30,9,4722,GBR,0,0.0,0.1333333333333333,0.0,1,9,9,24.533333333333335,20.94333333333333,0.0,3
CH0000481,31,0,0,0,40.20967741935484,24.39570037033452,82.47999999999999,0.7096774193548387,1.0,0.3225806451612903,30,8,5411,GBR,0,0.0,0.0,0.0,1,8,8,23.799999999999997,20.183870967741935,0.0,1
CH0000482,31,0,0,0,113.88354838709677,168.49360532966597,205.555,0.0967741935483871,0.7741935483870968,0.2903225806451613,31,10,5732,GBR,6,0.0,0.0,0.0,1,10,10,24.9741935483871,22.996774193548386,0.0,2
CH0000483,27,0,0,1,88.76407407407407,54.85747430031469,173.55599999999998,0.3333333333333333,0.925925925925926,0.4074074074074074,26,7,5814,GBR,15,0.0,0.037037037037037,0.0,1,7,7,24.451851851851853,21.97407407407407,0.0,5
CH0000484,31,0,0,2,46.733548387096775,36.1258027406439,127.79,0.4193548387096774,0.6774193548387096,0.3870967741935484,31,10,5411,GBR,1,0.0,0.064516129032258,0.0,1,9,9,24.10967741935484,20.538709677419355,0.0,7
